ID_Uzorka;Dubina_Busenja_cm;Temp_Tla_C;pH_Vrijednost;H2O_Postotak;Metan_Senzor;Organske_Molekule
10765;4.1;-50.7;8.04;0.3;Negativno;Ne
10766;3.2;-60.2;5.42;1.43;Negativno;Ne
10767;2.3;-49.0;6.92;0.25;Negativno;Ne
10768;5.5;-62.9;7.95;1.01;Negativno;Ne
10769;1.0;-66.0;4.84;0.89;Negativno;Ne
10770;6.6;-58.0;7.19;0.24;Negativno;Ne
10771;3.4;-51.1;4.65;0.23;Negativno;Ne
10772;1.4;-67.4;7.56;0.43;Pozitivno;Ne
10773;8.8;-69.9;9.12;0.53;Negativno;Ne
10774;0.8;-54.2;9.07;0.25;Negativno;Ne
10775;0.3;-49.4;5.56;0.54;Negativno;Ne
10776;7.7;-47.8;3.83;0.04;Negativno;Ne
10777;1.5;-57.2;6.36;0.21;Negativno;Ne
10778;3.0;-60.3;7.68;0.28;Negativno;Ne
10779;2.0;-52.2;7.3;0.35;Negativno;Ne
10780;2.3;-57.7;8.18;1.0;Negativno;Ne
10781;1.7;-62.5;5.25;0.47;Negativno;Ne
10782;3.2;-65.3;6.04;0.4;Negativno;Ne
10783;9.5;-59.8;11.38;0.58;Negativno;Ne
10784;16.7;-50.0;5.1;0.62;Negativno;Ne
10785;2.9;-62.5;3.2;0.06;Negativno;Ne
10786;1.2;-52.3;1.37;0.16;Negativno;Ne
10787;2.2;-67.5;9.1;0.64;Negativno;Ne
10788;0.9;-64.2;5.51;0.5;Negativno;Ne
10789;0.9;-56.9;6.1;0.17;Negativno;Ne
10790;4.1;-82.4;5.01;0.08;Negativno;Ne
10791;1.2;-69.8;9.47;0.36;Negativno;Ne
10792;2.0;-54.6;9.2;0.9;Negativno;Ne
10793;0.5;-56.7;6.35;0.17;Negativno;Ne
10794;0.1;-75.2;4.98;0.93;Negativno;Ne
10795;2.0;-60.8;9.03;0.84;Negativno;Ne
10796;5.6;-60.0;7.21;0.97;Negativno;Ne
10797;5.3;-58.6;6.68;0.79;Negativno;Ne
10798;3.0;-67.3;10.29;0.21;Negativno;Ne
10799;0.1;-63.8;5.44;0.2;Negativno;Ne
10800;2.8;-77.5;6.75;0.21;Negativno;Ne
10801;2.5;-54.3;9.39;0.47;Negativno;Ne
10802;3.1;-44.1;9.37;0.31;Negativno;Ne
10803;1.0;-49.4;9.6;0.66;Negativno;Ne
10804;21.6;-52.3;12.05;0.01;Pozitivno;Ne
10805;6.5;-56.6;6.18;0.48;Negativno;Ne
10806;1.1;-58.5;5.93;0.5;Negativno;Ne
10807;1.4;-67.3;6.21;1.1;Negativno;Ne
10808;4.5;-53.1;6.77;0.87;Negativno;Ne
10809;1.4;-62.6;6.35;0.74;Negativno;Ne
10810;3.5;-70.1;7.9;1.42;Negativno;Ne
10811;0.4;-40.1;6.37;0.08;Negativno;Ne
10812;9.2;-64.8;9.8;0.58;Negativno;Ne
10813;2.0;-43.1;5.17;0.09;Negativno;Ne
10814;12.2;-70.0;5.41;1.11;Negativno;Ne
10815;3.9;-55.6;6.47;1.34;Negativno;Ne
10816;4.4;-62.1;10.49;1.84;Negativno;Ne
10817;8.7;-56.6;5.85;0.71;Negativno;Ne
10818;4.6;-63.3;7.63;0.0;Negativno;Ne
10819;7.7;-47.5;4.43;0.02;Negativno;Ne
10820;1.3;-53.1;9.11;0.81;Negativno;Ne
10821;0.0;-62.4;8.33;0.1;Negativno;Ne
10822;1.6;-54.3;11.24;0.51;Negativno;Ne
10823;0.9;-47.5;5.85;0.14;Negativno;Ne
10824;3.2;-68.5;7.76;0.3;Pozitivno;Ne
10825;0.4;-54.2;9.71;0.1;Negativno;Ne
10826;1.9;-74.8;5.54;0.81;Negativno;Ne
10827;11.9;-59.9;5.62;0.18;Negativno;Ne
10828;1.9;-52.7;5.17;1.04;Negativno;Ne
10829;3.6;-53.8;10.56;0.04;Negativno;Ne
10830;2.3;-57.8;10.16;0.36;Negativno;Ne
10831;0.9;-61.1;7.82;0.25;Negativno;Ne
10832;2.1;-57.2;6.91;0.16;Negativno;Ne
10833;1.4;-71.2;5.18;0.04;Negativno;Ne
10834;0.8;-75.7;3.52;1.16;Negativno;Ne
10835;4.7;-59.6;7.76;0.01;Negativno;Ne
10836;2.5;-45.2;7.64;0.27;Negativno;Ne
10837;11.4;-35.8;4.81;0.35;Negativno;Ne
10838;15.4;-40.0;8.76;0.14;Negativno;Ne
10839;10.5;-72.7;5.66;1.31;Negativno;Ne
10840;2.7;-55.5;6.74;0.07;Negativno;Ne
10841;1.9;-68.2;8.49;0.0;Negativno;Ne
10842;1.8;-54.9;7.98;0.21;Negativno;Ne
10843;3.1;-67.2;4.19;0.44;Negativno;Ne
10844;12.0;-63.2;6.35;0.37;Negativno;Ne
10845;9.0;-62.3;6.61;0.33;Negativno;Ne
10846;0.5;-61.2;5.19;0.05;Negativno;Ne
10847;2.3;-52.1;7.87;0.36;Negativno;Ne
10848;0.7;-58.9;9.09;0.57;Negativno;Ne
10849;8.3;-62.5;8.35;0.17;Negativno;Ne
10850;10.8;-68.7;3.93;0.09;Negativno;Ne
10851;4.2;-53.6;3.52;0.17;Negativno;Ne
10852;4.0;-67.3;8.67;0.01;Negativno;Ne
10853;0.3;-59.5;4.4;1.55;Negativno;Ne
10854;5.1;-58.4;8.83;0.99;Negativno;Ne
10855;5.9;-58.2;8.48;0.46;Negativno;Ne
10856;1.4;-56.8;8.65;0.99;Negativno;Ne
10857;3.3;-53.4;6.59;0.76;Negativno;Ne
10858;1.9;-61.4;6.0;1.9;Negativno;Ne
10859;1.0;-50.1;8.26;0.37;Negativno;Ne
10860;11.5;-62.6;5.74;0.68;Negativno;Ne
10861;2.8;-58.1;6.48;0.21;Negativno;Ne
10862;8.9;-57.3;4.67;0.03;Negativno;Ne
10863;16.9;-62.1;7.31;0.64;Negativno;Ne
10864;3.6;-53.7;4.88;0.47;Negativno;Ne
10865;14.7;-66.7;7.63;0.82;Negativno;Ne
10866;1.5;-51.2;4.2;0.09;Negativno;Ne
10867;5.5;-64.1;5.65;2.09;Negativno;Ne
10868;1.6;-63.4;7.44;0.27;Negativno;Ne
10869;8.0;-53.9;8.4;0.74;Negativno;Ne
10870;2.2;-68.9;6.72;0.07;Negativno;Ne
10871;1.7;-43.3;5.71;0.93;Negativno;Ne
10872;0.2;-58.7;5.63;0.43;Negativno;Ne
10873;0.4;-68.1;7.51;0.52;Negativno;Ne
10874;1.0;-60.3;6.13;0.61;Negativno;Ne
10875;9.9;-50.8;5.17;0.21;Negativno;Ne
10876;1.7;-72.7;7.6;0.02;Negativno;Ne
10877;4.7;-76.0;3.9;0.65;Negativno;Ne
10878;2.5;-56.1;6.43;0.21;Negativno;Ne
10879;2.0;-55.2;9.21;0.11;Negativno;Ne
10880;2.3;-59.3;6.55;0.13;Negativno;Ne
10881;7.0;-56.8;9.99;0.48;Negativno;Ne
10882;10.6;-69.5;7.12;0.89;Negativno;Ne
10883;6.6;-59.6;4.46;0.48;Negativno;Ne
10884;1.4;-66.1;6.45;0.37;Negativno;Ne
10885;2.2;-47.8;7.39;0.12;Negativno;Ne
10886;1.3;-59.3;4.79;0.1;Negativno;Ne
10887;6.4;-49.5;4.59;1.47;Negativno;Ne
10888;6.1;-66.2;8.81;0.38;Negativno;Ne
10889;3.3;-57.5;8.48;0.12;Negativno;Ne
10890;3.4;-58.8;3.29;1.01;Negativno;Ne
10891;12.8;-55.7;7.3;1.63;Negativno;Ne
10892;1.6;-59.7;6.57;0.6;Negativno;Ne
10893;1.9;-56.6;8.32;0.24;Negativno;Ne
10894;1.8;-83.8;3.75;2.11;Negativno;Ne
10895;8.0;-46.0;3.81;0.05;Negativno;Ne
10896;0.7;-53.5;10.31;0.68;Negativno;Ne
10897;0.6;-64.2;8.12;1.24;Negativno;Ne
10898;2.0;-52.5;10.28;0.09;Negativno;Ne
10899;2.4;-70.6;7.12;0.31;Negativno;Ne
10900;3.6;-57.8;6.7;0.11;Negativno;Ne
10901;10.2;-69.4;8.91;0.27;Negativno;Ne
10902;1.3;-76.3;11.6;0.19;Negativno;Ne
10903;0.9;-65.5;6.2;0.29;Negativno;Ne
10904;4.5;-47.3;6.71;0.62;Negativno;Ne
10905;8.5;-52.9;4.86;0.02;Negativno;Ne
10906;6.2;-56.6;4.5;0.59;Pozitivno;Ne
10907;3.8;-57.7;6.77;0.16;Negativno;Ne
10908;3.3;-52.5;5.74;0.69;Negativno;Ne
10909;11.9;-58.3;7.73;1.05;Negativno;Ne
10910;8.7;-75.1;6.26;1.25;Negativno;Ne
10911;0.4;-67.3;6.82;0.29;Negativno;Ne
10912;2.0;-51.9;7.03;1.2;Negativno;Ne
10913;2.5;-50.9;5.6;0.21;Negativno;Ne
10914;4.5;-78.1;5.36;0.19;Negativno;Ne
10915;19.1;-65.4;11.66;0.25;Negativno;Ne
10916;1.7;-58.4;7.74;0.27;Negativno;Ne
10917;2.2;-65.2;6.71;1.14;Negativno;Ne
10918;2.5;-77.8;3.55;0.03;Negativno;Ne
10919;0.1;-63.9;6.04;0.06;Negativno;Ne
10920;7.8;-64.9;6.62;0.84;Pozitivno;Ne
10921;2.8;-47.8;9.69;0.17;Negativno;Ne
10922;0.7;-66.6;6.63;0.6;Negativno;Ne
10923;0.9;-60.9;8.9;0.12;Negativno;Ne
10924;6.8;-61.2;6.57;0.4;Negativno;Ne
10925;7.2;-63.0;9.12;0.2;Negativno;Ne
10926;10.6;-62.1;4.95;0.26;Negativno;Ne
10927;15.7;-55.7;5.4;0.28;Negativno;Ne
10928;11.2;-67.1;8.4;1.01;Negativno;Ne
10929;2.2;-64.0;6.73;0.44;Negativno;Ne
10930;0.5;-51.1;9.42;0.99;Negativno;Ne
10931;16.7;-71.3;5.63;0.38;Negativno;Ne
10932;1.3;-58.5;6.87;0.79;Negativno;Ne
10933;1.6;-58.3;5.63;0.08;Negativno;Ne
10934;0.8;-68.7;4.92;0.32;Negativno;Ne
10935;0.2;-71.4;4.64;0.3;Negativno;Ne
10936;12.9;-63.5;9.17;0.05;Negativno;Ne
10937;1.4;-51.5;6.19;0.43;Negativno;Ne
10938;6.5;-61.6;7.11;0.09;Negativno;Ne
10939;1.8;-55.9;8.79;0.67;Negativno;Ne
10940;17.2;-66.3;9.59;0.3;Negativno;Ne
10941;4.0;-56.8;7.43;0.73;Negativno;Ne
10942;2.5;-57.3;7.58;0.22;Negativno;Ne
10943;10.6;-60.7;7.52;0.31;Negativno;Ne
10944;12.3;-61.1;9.02;0.51;Negativno;Ne
10945;2.2;-65.5;7.3;1.1;Negativno;Ne
10946;1.8;-74.2;8.1;0.33;Negativno;Ne
10947;11.3;-65.1;3.71;0.0;Negativno;Ne
10948;3.8;-72.8;4.9;0.01;Negativno;Ne
10949;7.4;-69.8;5.16;1.02;Negativno;Ne
10950;0.4;-66.4;11.44;0.59;Negativno;Ne
10951;4.0;-82.2;4.18;0.93;Negativno;Ne
10952;2.0;-61.7;3.56;0.5;Negativno;Ne
10953;2.7;-47.6;6.45;0.03;Negativno;Ne
10954;22.4;-56.6;6.19;0.27;Negativno;Ne
10955;11.3;-71.0;7.47;1.4;Negativno;Ne
10956;0.6;-61.6;5.98;0.55;Negativno;Ne
10957;4.6;-50.8;4.94;0.62;Negativno;Ne
10958;7.8;-75.0;6.88;0.23;Negativno;Ne
10959;9.5;-52.4;5.0;0.05;Negativno;Ne
10960;1.0;-61.0;8.27;0.95;Negativno;Ne
10961;4.6;-66.2;6.21;0.5;Negativno;Ne
10962;9.9;-58.3;8.9;0.25;Negativno;Ne
10963;3.3;-69.1;7.01;0.86;Negativno;Ne
10964;5.6;-57.9;7.48;0.05;Negativno;Ne
10965;0.2;-57.7;6.77;2.02;Negativno;Ne
10966;4.0;-81.4;4.21;0.81;Negativno;Ne
10967;1.9;-59.9;8.07;0.16;Negativno;Ne
10968;2.7;-59.5;4.82;0.65;Negativno;Ne
10969;19.6;-59.3;6.27;0.52;Negativno;Ne
10970;1.9;-68.6;9.26;0.09;Negativno;Ne
10971;0.6;-81.8;3.24;0.08;Negativno;Ne
10972;6.1;-66.3;6.02;0.93;Negativno;Ne
10973;0.2;-74.7;4.2;0.77;Negativno;Ne
10974;1.5;-45.9;6.76;0.68;Negativno;Ne
10975;7.3;-69.0;7.6;0.3;Negativno;Ne
10976;0.5;-70.1;7.6;0.01;Negativno;Ne
10977;2.6;-52.4;6.59;0.12;Negativno;Ne
10978;2.2;-57.2;4.58;0.86;Negativno;Ne
10979;2.1;-61.6;6.04;2.16;Negativno;Ne
10980;1.5;-56.5;7.51;0.59;Negativno;Ne
10981;3.4;-81.6;11.28;0.05;Pozitivno;Ne
10982;0.4;-62.7;6.77;0.06;Negativno;Ne
10983;5.0;-42.3;5.26;0.77;Negativno;Ne
10984;3.1;-37.1;9.2;0.32;Negativno;Ne
10985;1.2;-62.8;4.17;0.0;Negativno;Ne
10986;2.6;-49.0;7.22;0.11;Negativno;Ne
10987;0.3;-70.0;6.78;0.01;Negativno;Ne
10988;1.1;-64.1;7.91;0.35;Negativno;Ne
10989;3.0;-62.7;3.17;0.2;Negativno;Ne
10990;16.9;-58.0;6.45;0.09;Negativno;Ne
10991;1.3;-59.8;8.98;1.3;Negativno;Ne
10992;12.1;-59.9;7.42;1.11;Negativno;Ne
10993;1.6;-59.0;9.44;0.09;Negativno;Ne
10994;6.9;-70.1;6.37;0.16;Negativno;Ne
10995;0.8;-74.6;10.56;0.59;Negativno;Ne
10996;10.3;-57.1;9.05;1.34;Negativno;Ne
10997;2.0;-50.4;7.95;0.34;Negativno;Ne
10998;2.4;-69.7;10.14;0.23;Negativno;Ne
10999;6.6;-45.9;4.7;0.39;Negativno;Ne
11000;6.7;-57.1;8.98;0.33;Negativno;Ne
11001;3.0;-49.3;4.96;0.69;Negativno;Ne
11002;1.3;-54.5;8.4;1.07;Negativno;Ne
11003;5.7;-48.2;6.68;0.17;Negativno;Ne
11004;4.4;-65.4;8.06;0.1;Negativno;Ne
11005;11.3;-56.4;9.72;0.06;Negativno;Ne
11006;0.0;-56.1;6.4;0.34;Negativno;Ne
11007;13.2;-51.3;4.32;2.25;Negativno;Ne
11008;0.1;-57.7;5.78;0.52;Negativno;Ne
11009;7.6;-68.0;10.24;0.6;Negativno;Ne
11010;15.1;-50.2;9.45;0.09;Negativno;Ne
11011;9.3;-44.9;6.62;2.25;Negativno;Ne
11012;1.3;-58.0;7.27;0.11;Negativno;Ne
11013;17.1;-77.0;5.03;0.6;Negativno;Ne
11014;0.7;-60.1;7.46;0.59;Negativno;Ne
11015;1.2;-56.9;6.78;0.15;Negativno;Ne
11016;5.5;-48.7;7.89;2.06;Negativno;Ne
11017;1.2;-63.9;7.1;0.21;Negativno;Ne
11018;1.0;-72.9;8.37;0.38;Negativno;Ne
11019;3.1;-61.9;7.2;0.84;Negativno;Ne
11020;8.2;-47.3;2.79;0.56;Negativno;Ne
11021;2.3;-42.4;5.81;0.05;Negativno;Ne
11022;9.8;-56.8;7.94;1.24;Negativno;Ne
11023;9.0;-53.1;6.67;0.61;Negativno;Ne
11024;26.2;-59.3;5.92;0.17;Negativno;Ne
11025;0.3;-66.4;8.98;0.62;Negativno;Ne
11026;2.6;-70.2;3.4;0.11;Negativno;Ne
11027;8.2;-57.1;5.59;0.72;Negativno;Ne
11028;12.8;-53.0;6.84;0.24;Negativno;Ne
11029;0.1;-56.1;9.27;0.01;Negativno;Ne
11030;6.7;-67.0;5.43;0.27;Negativno;Ne
11031;4.8;-48.4;7.89;0.24;Negativno;Ne
11032;4.4;-60.8;3.73;0.51;Negativno;Ne
11033;3.4;-47.4;8.07;0.17;Negativno;Ne
11034;11.0;-65.7;5.36;0.2;Negativno;Ne
11035;1.8;-68.1;2.25;0.14;Negativno;Ne
11036;2.7;-77.1;6.23;1.99;Negativno;Ne
11037;1.9;-54.7;6.31;0.12;Negativno;Ne
11038;8.2;-56.1;5.55;0.5;Negativno;Ne
11039;2.0;-48.6;7.75;0.03;Negativno;Ne
11040;10.2;-44.8;2.29;1.09;Negativno;Ne
11041;2.8;-34.2;6.8;0.4;Negativno;Ne
11042;3.0;-68.9;3.98;0.32;Negativno;Ne
11043;4.5;-64.6;8.29;0.04;Negativno;Ne
11044;3.6;-61.6;8.23;0.67;Negativno;Ne
11045;2.9;-82.5;5.84;0.36;Negativno;Ne
11046;4.8;-72.2;5.22;0.72;Negativno;Ne
11047;6.3;-73.9;6.28;0.44;Negativno;Ne
11048;0.2;-69.5;6.33;1.9;Negativno;Ne
11049;7.8;-70.8;7.34;1.18;Negativno;Ne
11050;22.1;-84.1;8.69;1.54;Negativno;Ne
11051;5.9;-57.1;5.99;0.0;Negativno;Ne
11052;1.7;-60.2;3.78;0.3;Negativno;Ne
11053;4.9;-55.8;2.89;0.13;Negativno;Ne
11054;8.8;-58.9;7.03;0.03;Negativno;Ne
11055;2.5;-43.8;6.52;0.69;Negativno;Ne
11056;0.4;-61.5;3.57;0.5;Negativno;Ne
11057;2.6;-63.2;8.96;0.41;Negativno;Ne
11058;5.3;-64.5;6.78;0.21;Negativno;Ne
11059;15.7;-65.7;6.15;0.0;Negativno;Ne
11060;11.4;-68.6;9.41;0.5;Negativno;Ne
11061;3.0;-67.1;9.87;0.35;Negativno;Ne
11062;5.6;-69.3;6.03;1.08;Negativno;Ne
11063;0.0;-21.3;6.01;0.3;Negativno;Ne
11064;0.8;-49.5;8.88;0.82;Negativno;Ne
11065;6.1;-43.0;8.43;0.0;Negativno;Ne
11066;4.2;-61.7;8.52;0.07;Negativno;Ne
11067;13.1;-48.8;5.81;0.24;Negativno;Ne
11068;11.4;-57.8;7.6;0.17;Negativno;Ne
11069;2.2;-69.4;9.36;0.34;Negativno;Ne
11070;2.8;-57.7;7.46;1.0;Negativno;Ne
11071;8.1;-62.3;5.0;0.4;Negativno;Ne
11072;8.6;-76.3;3.19;0.02;Negativno;Ne
11073;4.4;-69.7;8.57;0.71;Negativno;Ne
11074;9.0;-71.0;9.76;0.37;Negativno;Ne
11075;2.8;-69.4;8.28;1.63;Negativno;Ne
11076;2.2;-66.9;9.06;0.34;Negativno;Ne
11077;20.7;-69.5;8.92;0.41;Negativno;Ne
11078;2.6;-56.5;4.25;0.45;Negativno;Ne
11079;1.2;-70.9;6.4;1.28;Negativno;Ne
11080;6.3;-74.2;7.63;0.25;Negativno;Ne
11081;2.1;-57.8;5.27;0.5;Negativno;Ne
11082;1.9;-44.7;6.62;1.21;Negativno;Ne
11083;2.5;-69.6;5.88;0.05;Negativno;Ne
11084;9.2;-61.9;6.79;1.28;Negativno;Ne
11085;3.7;-56.1;6.73;0.54;Negativno;Ne
11086;0.9;-64.0;7.07;0.97;Negativno;Ne
11087;10.6;-65.9;5.37;0.8;Negativno;Ne
11088;4.4;-54.3;6.04;0.43;Negativno;Ne
11089;1.3;-68.6;8.51;0.96;Negativno;Ne
11090;8.6;-55.4;8.38;0.36;Negativno;Ne
11091;1.2;-50.5;8.66;0.23;Pozitivno;Ne
11092;3.5;-75.6;8.46;0.24;Negativno;Ne
11093;2.4;-42.5;9.41;1.09;Negativno;Ne
11094;3.0;-56.4;8.64;0.28;Negativno;Ne
11095;2.2;-63.6;5.65;0.93;Negativno;Ne
11096;1.7;-67.8;7.53;0.01;Negativno;Ne
11097;11.7;-69.0;6.05;0.02;Negativno;Ne
11098;3.2;-56.1;8.74;0.16;Negativno;Ne
11099;9.4;-46.7;6.82;0.35;Negativno;Ne
11100;5.8;-55.2;7.42;0.38;Negativno;Ne
11101;0.6;-63.4;8.47;1.42;Negativno;Ne
11102;3.6;-62.8;7.23;0.15;Negativno;Ne
11103;4.0;-51.3;8.56;0.99;Negativno;Ne
11104;11.7;-61.7;8.38;0.18;Negativno;Ne
11105;4.8;-50.0;6.4;0.03;Negativno;Ne
11106;3.7;-49.9;8.53;0.08;Negativno;Ne
11107;1.5;-61.3;7.85;2.26;Negativno;Ne
11108;18.0;-62.5;7.69;0.96;Negativno;Ne
11109;1.0;-63.6;8.69;0.06;Negativno;Ne
11110;20.9;-44.2;6.0;0.97;Negativno;Ne
11111;0.9;-74.6;6.47;0.39;Negativno;Ne
11112;0.4;-66.6;9.04;0.16;Negativno;Ne
11113;9.2;-60.7;4.69;0.5;Negativno;Ne
11114;13.2;-67.0;9.31;0.38;Negativno;Ne
11115;4.9;-62.6;6.82;0.62;Negativno;Ne
11116;8.0;-66.1;8.21;1.28;Negativno;Ne
11117;0.7;-57.1;6.63;0.71;Negativno;Ne
11118;2.7;-68.5;8.65;0.04;Negativno;Ne
11119;0.6;-62.3;10.0;0.44;Negativno;Ne
11120;2.1;-72.4;5.87;0.13;Negativno;Ne
11121;1.5;-71.3;9.06;0.06;Negativno;Ne
11122;0.5;-66.4;8.06;0.11;Negativno;Ne
11123;0.4;-70.9;6.0;0.13;Negativno;Ne
11124;11.6;-47.4;7.31;0.19;Negativno;Ne
11125;9.4;-59.1;10.42;0.53;Negativno;Ne
11126;1.8;-75.8;5.88;0.69;Pozitivno;Ne
11127;9.3;-47.0;4.13;0.28;Negativno;Ne
11128;1.7;-62.6;2.34;0.19;Negativno;Ne
11129;5.6;-64.3;4.51;0.68;Negativno;Ne
11130;4.0;-55.4;5.27;0.25;Negativno;Ne
11131;2.5;-68.5;5.74;0.15;Negativno;Ne
11132;4.0;-76.2;6.01;0.21;Negativno;Ne
11133;6.1;-53.4;7.42;0.24;Negativno;Ne
11134;1.4;-59.8;8.7;0.04;Negativno;Ne
11135;3.9;-64.2;7.91;0.23;Negativno;Ne
11136;3.2;-72.4;8.3;1.56;Negativno;Ne
11137;1.1;-62.3;4.9;0.66;Negativno;Ne
11138;0.8;-57.5;4.89;0.79;Negativno;Ne
11139;0.3;-61.0;6.61;0.21;Negativno;Ne
11140;3.5;-65.2;6.91;0.38;Negativno;Ne
11141;1.7;-58.7;4.41;0.32;Negativno;Ne
11142;0.8;-59.4;6.27;0.09;Negativno;Ne
11143;1.8;-78.4;7.17;0.24;Negativno;Ne
11144;2.8;-39.6;5.04;0.66;Negativno;Ne
11145;4.6;-42.8;3.7;0.27;Negativno;Ne
11146;0.8;-73.1;8.08;0.78;Negativno;Ne
11147;1.3;-67.0;8.36;0.39;Negativno;Ne
11148;12.1;-64.0;5.46;0.13;Negativno;Ne
11149;6.5;-59.5;8.92;0.17;Negativno;Ne
11150;0.8;-58.3;5.66;0.43;Negativno;Ne
11151;5.0;-39.5;8.5;0.32;Negativno;Ne
11152;1.0;-65.9;6.77;0.08;Negativno;Ne
11153;10.0;-71.3;8.6;0.19;Negativno;Ne
11154;3.3;-49.3;4.65;0.44;Negativno;Ne
11155;0.5;-46.3;6.19;0.35;Negativno;Ne
11156;3.5;-64.9;10.47;0.94;Negativno;Ne
11157;5.4;-62.8;5.4;0.22;Negativno;Ne
11158;0.8;-53.2;7.45;2.05;Negativno;Ne
11159;1.3;-66.0;7.53;0.06;Negativno;Ne
11160;7.1;-58.0;6.15;0.14;Negativno;Ne
11161;0.3;-56.6;7.31;0.08;Negativno;Ne
11162;5.9;-74.4;6.63;0.1;Negativno;Ne
11163;7.4;-41.0;7.55;1.54;Negativno;Ne
11164;6.1;-45.9;9.38;0.08;Negativno;Ne
11165;2.7;-71.5;5.65;0.02;Negativno;Ne
11166;3.5;-52.9;7.53;0.0;Negativno;Ne
11167;3.1;-76.6;4.97;0.12;Negativno;Ne
11168;3.9;-64.4;8.44;0.13;Negativno;Ne
11169;0.2;-71.1;6.91;0.7;Negativno;Ne
11170;2.7;-43.0;6.36;0.05;Negativno;Ne
11171;0.7;-44.5;4.52;0.17;Negativno;Ne
11172;3.7;-51.3;8.52;1.31;Negativno;Ne
11173;16.9;-45.3;6.53;0.0;Negativno;Ne
11174;0.0;-46.8;8.28;0.77;Negativno;Ne
11175;2.9;-61.4;6.4;0.02;Negativno;Ne
11176;5.9;-70.0;8.26;0.2;Negativno;Ne
11177;18.5;-65.0;8.33;0.13;Negativno;Ne
11178;5.5;-63.7;7.44;1.63;Negativno;Ne
11179;15.7;-79.2;9.2;0.52;Negativno;Ne
11180;2.2;-62.7;9.08;0.07;Negativno;Ne
11181;4.3;-37.3;5.12;0.11;Negativno;Ne
11182;2.9;-64.5;9.3;0.44;Negativno;Ne
11183;12.0;-60.0;4.23;0.08;Negativno;Ne
11184;3.8;-63.4;6.18;0.18;Negativno;Ne
11185;5.5;-50.3;5.13;1.3;Negativno;Ne
11186;0.9;-72.0;8.32;1.95;Negativno;Ne
11187;11.5;-62.3;7.02;1.05;Negativno;Ne
11188;1.6;-60.0;10.57;0.01;Negativno;Ne
11189;3.4;-56.9;4.72;0.32;Negativno;Ne
11190;2.9;-77.6;7.07;1.46;Negativno;Ne
11191;7.5;-48.9;12.38;0.03;Negativno;Ne
11192;9.3;-41.0;4.64;0.44;Negativno;Ne
11193;6.3;-52.9;4.48;0.3;Negativno;Ne
11194;8.5;-60.8;4.61;0.26;Negativno;Ne
11195;1.2;-60.6;4.41;0.03;Negativno;Ne
11196;1.6;-68.4;6.92;0.57;Negativno;Ne
11197;7.5;-62.4;6.36;0.15;Negativno;Ne
11198;4.6;-53.2;8.35;0.28;Negativno;Ne
11199;5.9;-56.6;8.54;0.03;Negativno;Ne
11200;10.2;-61.9;7.36;0.93;Negativno;Ne
11201;0.1;-60.5;7.39;0.15;Negativno;Ne
11202;1.4;-55.4;3.65;0.14;Pozitivno;Ne
11203;1.7;-63.5;6.19;0.11;Negativno;Ne
11204;1.1;-72.7;5.26;0.31;Negativno;Ne
11205;6.0;-71.8;8.15;0.01;Negativno;Ne
11206;14.2;-59.3;7.13;0.1;Negativno;Ne
11207;2.3;-54.0;7.36;0.26;Negativno;Ne
11208;0.4;-59.4;6.9;0.9;Negativno;Ne
11209;6.5;-54.1;7.58;0.18;Negativno;Ne
11210;9.7;-67.6;3.72;0.09;Negativno;Ne
11211;7.6;-63.6;7.88;0.7;Negativno;Ne
11212;11.7;-68.7;5.99;0.69;Negativno;Ne
11213;2.2;-48.8;10.27;1.4;Negativno;Ne
11214;5.8;-39.3;6.42;0.89;Negativno;Ne
11215;3.9;-61.0;7.6;0.13;Negativno;Ne
11216;0.1;-51.7;7.03;0.07;Negativno;Ne
11217;2.0;-59.5;5.35;0.34;Negativno;Ne
11218;4.5;-42.2;6.24;0.35;Negativno;Ne
11219;5.8;-52.9;3.98;0.11;Negativno;Ne
11220;0.8;-55.2;4.85;0.17;Negativno;Ne
11221;1.6;-42.8;3.23;1.19;Negativno;Ne
11222;21.0;-46.9;4.54;0.35;Negativno;Ne
11223;2.1;-67.0;5.01;0.33;Negativno;Ne
11224;2.0;-77.9;5.57;0.32;Negativno;Ne
11225;6.5;-62.6;4.18;0.26;Negativno;Ne
11226;0.7;-56.6;6.69;0.97;Negativno;Ne
11227;1.7;-45.5;1.94;0.03;Negativno;Ne
11228;1.0;-62.4;7.4;1.23;Negativno;Ne
11229;1.9;-66.2;9.98;0.17;Negativno;Ne
11230;1.1;-81.4;7.56;0.37;Negativno;Ne
11231;6.6;-65.1;6.25;0.84;Negativno;Ne
11232;9.4;-58.4;10.95;0.02;Negativno;Ne
11233;0.7;-69.2;6.95;1.14;Negativno;Ne
11234;1.1;-58.9;5.92;0.2;Negativno;Ne
11235;3.3;-53.8;8.2;0.23;Negativno;Ne
11236;0.9;-57.1;7.13;0.11;Negativno;Ne
11237;8.3;-72.5;5.43;0.05;Negativno;Ne
11238;1.9;-68.3;3.69;0.37;Negativno;Ne
11239;4.7;-71.9;4.33;0.34;Negativno;Ne
11240;2.9;-66.8;11.2;0.65;Negativno;Ne
11241;6.2;-62.4;5.66;0.42;Negativno;Ne
11242;3.5;-68.3;7.74;0.0;Negativno;Ne
11243;6.4;-63.0;10.32;0.07;Negativno;Ne
