ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
728,18.487708,77.394699,2.9,-40.7,7.23,1.74,Negativno,Ne
729,18.467318,77.384809,3.7,-47.1,6.8,1.73,Negativno,Ne
730,18.469374,77.379065,2.8,-39.1,7.24,3.53,Negativno,Ne
731,18.473784,77.407714,4.0,-33.4,6.41,4.52,Negativno,Ne
732,18.480862,77.387318,10.2,-38.6,5.97,2.87,Negativno,Da
733,18.470306,77.39169,8.3,-57.9,7.29,2.75,Negativno,Ne
734,18.471302,77.384266,9.1,-44.3,6.52,3.9,Negativno,Ne
735,18.471425,77.403566,11.6,-59.7,7.03,5.98,Negativno,Da
736,18.467775,77.385224,2.1,-50.9,6.41,1.78,Negativno,Ne
737,18.474291,77.392001,9.1,-64.6,7.33,1.96,Negativno,Ne
738,18.482273,77.387615,12.0,-38.7,6.49,2.03,Negativno,Ne
739,18.469967,77.39582,11.4,-61.5,6.63,4.24,Negativno,Ne
740,18.47352,77.402705,9.2,-47.6,6.44,0.23,Negativno,Ne
741,18.469794,77.380901,0.7,-54.5,6.72,3.61,Negativno,Ne
742,18.480913,77.389233,4.8,-52.4,6.59,5.41,Pozitivno,Ne
743,18.500083,77.396218,2.2,-40.3,7.61,5.69,Negativno,Ne
744,18.490426,77.374286,9.3,-53.5,7.29,3.25,Negativno,Ne
745,18.480133,77.401492,9.3,-36.0,7.72,2.71,Negativno,Ne
746,18.485013,77.376758,7.5,-74.3,8.08,4.37,Negativno,Ne
747,18.469928,77.386159,3.8,-62.9,6.68,0.92,Negativno,Ne
748,18.495622,77.398766,11.5,-62.4,6.91,5.57,Negativno,Ne
749,18.477793,77.383821,10.1,-50.5,7.1,3.97,Negativno,Ne
750,18.464682,77.395539,7.6,-47.7,7.46,1.06,Negativno,Ne
751,18.490242,77.400264,13.7,-66.9,6.88,4.27,Negativno,Ne
752,18.496063,77.40416,7.1,-46.6,6.34,5.59,Negativno,Ne
753,18.489806,77.373026,5.9,-41.3,6.7,0.64,Negativno,Ne
754,18.480366,77.368638,7.0,-37.4,8.02,0.94,Negativno,Ne
755,18.482562,77.388902,4.8,-53.3,6.78,4.59,Negativno,Ne
756,18.48452,77.389639,10.3,-41.7,7.21,0.86,Negativno,Ne
757,18.481831,77.385539,2.4,-62.2,6.5,4.87,Pozitivno,Ne
758,18.467108,77.400668,10.5,-30.9,7.24,2.89,Negativno,Ne
759,18.476431,77.39328,12.2,-18.0,7.02,1.02,Negativno,Ne
760,18.467125,77.387707,12.8,-61.2,7.07,3.43,Negativno,Da
761,18.50764,77.385631,6.0,-59.1,5.95,3.12,Negativno,Ne
762,18.48282,77.388894,1.0,-46.9,6.53,0.76,Negativno,Ne
763,18.47911,77.400752,3.5,-39.6,7.59,1.08,Negativno,Ne
764,18.467438,77.388123,6.7,-56.8,6.61,1.22,Negativno,Ne
765,18.48379,77.41363,8.3,-50.2,6.93,2.11,Negativno,Ne
766,18.468894,77.380276,1.8,-21.9,7.21,5.57,Negativno,Ne
767,18.472436,77.405774,5.9,-70.1,6.54,3.17,Pozitivno,Ne
768,18.485189,77.385753,13.4,-47.5,6.73,4.36,Negativno,Ne
769,18.473394,77.415642,10.3,-28.4,6.87,4.16,Negativno,Ne
770,18.497084,77.393938,0.6,-56.9,7.01,3.84,Negativno,Ne
771,18.49139,77.376949,14.2,-55.0,6.91,3.22,Negativno,Ne
772,18.482338,77.402238,6.8,-50.6,6.92,5.27,Negativno,Ne
773,18.483913,77.396403,3.1,-58.7,6.63,2.91,Negativno,Ne
774,18.471951,77.384495,12.6,-31.6,6.91,1.29,Negativno,Ne
775,18.483103,77.382695,9.3,-45.1,7.75,5.69,Negativno,Ne
776,18.472532,77.384594,9.6,-63.6,7.67,1.3,Negativno,Ne
777,18.482124,77.401977,10.9,-60.6,6.7,0.91,Negativno,Ne
778,18.48192,77.400361,8.5,-61.7,7.01,5.01,Pozitivno,Ne
779,18.487083,77.386234,10.5,-61.9,7.54,1.14,Negativno,Ne
780,18.470576,77.380139,1.1,-60.3,5.28,3.25,Pozitivno,Ne
781,18.47862,77.392144,6.8,-63.3,7.49,2.89,Negativno,Ne
782,18.469949,77.399385,9.3,-37.3,8.19,3.25,Negativno,Ne
783,18.480497,77.395509,12.2,-35.7,7.03,1.61,Negativno,Da
784,18.486626,77.390491,11.7,-65.0,7.5,0.54,Negativno,Ne
785,18.476116,77.408378,8.6,-56.0,7.17,1.37,Negativno,Ne
786,18.472758,77.40094,12.4,-52.8,6.58,5.22,Negativno,Ne
787,18.487542,77.393245,1.2,-60.8,7.02,5.37,Negativno,Ne
788,18.47497,77.39316,0.4,-59.4,7.3,1.01,Negativno,Ne
789,18.485875,77.390849,1.1,-74.0,6.97,3.59,Negativno,Ne
790,18.474693,77.382649,7.4,-62.3,7.7,5.62,Negativno,Ne
791,18.47375,77.397325,8.1,-66.5,6.55,3.59,Negativno,Ne
792,18.46857,77.401239,3.2,-51.0,6.78,1.2,Negativno,Ne
793,18.485892,77.380142,7.9,-75.3,7.07,3.46,Negativno,Da
794,18.480374,77.40464,8.9,-49.1,7.41,1.27,Negativno,Ne
795,18.489119,77.384311,9.3,-69.0,6.31,3.29,Negativno,Da
796,18.481134,77.403019,0.6,-61.1,6.08,4.34,Pozitivno,Ne
797,18.483409,77.395922,4.3,-20.0,7.57,0.39,Negativno,Ne
798,18.473032,77.382563,8.4,-49.2,7.47,3.91,Negativno,Ne
799,18.473553,77.379978,8.1,-29.6,7.02,2.24,Negativno,Ne
800,18.4988,77.391268,8.9,-48.4,6.9,3.0,Negativno,Ne
801,18.472355,77.391585,9.1,-49.9,6.57,5.29,Negativno,Ne
802,18.492772,77.387768,12.2,-51.8,7.25,0.16,Negativno,Ne
803,18.470735,77.388491,9.3,-56.7,7.49,1.87,Negativno,Ne
804,18.475484,77.377536,10.6,-48.4,6.88,5.01,Negativno,Ne
805,18.472919,77.375927,14.7,-67.3,6.61,5.0,Pozitivno,Ne
806,18.482776,77.371152,12.3,-75.0,8.1,2.94,Pozitivno,Ne
807,18.480145,77.392405,2.6,-43.8,5.76,5.99,Negativno,Ne
808,18.472565,77.364221,7.3,-48.9,7.45,4.34,Negativno,Ne
809,18.476795,77.390524,6.8,-65.2,7.54,2.16,Negativno,Ne
810,18.481518,77.401745,4.6,-48.5,6.68,2.49,Negativno,Da
811,18.475794,77.386622,3.9,-47.6,7.03,3.66,Negativno,Ne
812,18.476073,77.390402,12.4,-43.1,6.87,4.95,Pozitivno,Da
813,18.490067,77.385264,13.2,-16.3,7.24,5.83,Negativno,Ne
814,18.47205,77.400417,7.9,-32.8,6.42,1.14,Negativno,Da
815,18.492077,77.380823,12.4,-62.9,6.89,3.42,Negativno,Ne
816,18.471272,77.365041,12.3,-54.9,6.75,0.15,Negativno,Ne
817,18.481913,77.40927,6.7,-38.7,7.32,3.06,Negativno,Ne
818,18.477478,77.390733,2.8,-66.5,7.75,1.08,Negativno,Ne
819,18.505477,77.392166,13.1,-31.2,6.71,0.23,Negativno,Ne
820,18.458246,77.386065,11.8,-60.9,6.61,5.67,Negativno,Ne
821,18.4699,77.405344,14.8,-32.6,6.51,0.16,Negativno,Ne
822,18.468808,77.395437,9.4,-63.7,7.14,4.92,Negativno,Ne
823,18.487368,77.373118,0.7,-83.3,7.28,2.66,Negativno,Da
824,18.474224,77.407047,3.9,-44.8,7.49,4.21,Negativno,Da
825,18.488007,77.399914,7.9,-44.9,6.4,0.96,Negativno,Ne
826,18.492013,77.386453,11.8,-45.0,6.31,4.32,Negativno,Ne
827,18.49448,77.399155,9.0,-51.5,6.9,3.47,Negativno,Ne
828,18.487171,77.412146,7.7,-88.4,7.24,4.49,Negativno,Ne
829,18.477534,77.382126,12.7,-60.0,7.1,1.73,Negativno,Ne
830,18.49071,77.384847,15.0,-55.6,6.99,5.22,Negativno,Ne
831,18.473295,77.371765,8.3,-38.4,6.78,3.74,Negativno,Ne
832,18.480761,77.394773,3.4,-41.0,7.11,4.54,Negativno,Ne
833,18.500617,77.39488,1.4,-47.5,7.45,3.7,Negativno,Ne
834,18.500294,77.391043,1.3,-45.0,6.09,3.62,Negativno,Ne
835,18.489956,77.385393,12.3,-67.6,6.82,4.07,Negativno,Ne
836,18.464981,77.400985,13.4,-44.2,7.13,0.29,Negativno,Ne
837,18.490894,77.376636,12.0,-36.3,6.08,3.67,Negativno,Ne
838,18.456164,77.401894,5.1,-29.6,7.18,5.46,Negativno,Ne
839,18.471982,77.374777,12.4,-32.9,7.36,2.44,Negativno,Ne
840,18.489897,77.376825,12.4,-39.8,6.57,5.56,Negativno,Ne
841,18.481944,77.382365,3.3,-51.1,7.68,1.18,Negativno,Ne
842,18.489628,77.405422,10.5,-57.1,7.52,4.44,Negativno,Ne
843,18.479701,77.391918,3.3,-40.9,7.83,2.36,Negativno,Ne
844,18.485399,77.380935,10.5,-35.4,7.26,4.09,Negativno,Ne
845,18.482059,77.395464,7.1,-86.2,7.68,1.48,Negativno,Ne
846,18.448793,77.402681,8.8,-49.8,7.21,5.51,Negativno,Ne
847,18.480218,77.387971,1.4,-9.6,6.91,8.74599424871065,Pozitivno,Da
848,18.472316,77.385777,14.2,-67.8,7.18,5.71,Negativno,Ne
849,18.478737,77.395344,3.5,-45.5,7.38,3.49,Negativno,Ne
850,18.493032,77.382939,4.3,-54.6,7.03,5.16,Negativno,Ne
851,18.496548,77.401975,12.0,-65.0,6.97,3.43,Negativno,Ne
852,18.476277,77.385384,6.5,-28.7,6.7,0.78,Negativno,Ne
853,18.47739,77.39217,2.1,-17.1,6.23,5.44,Negativno,Ne
854,18.471351,77.384484,12.8,-43.1,6.84,4.03,Negativno,Ne
855,18.469709,77.370477,5.8,-72.4,7.4,3.79,Negativno,Ne
856,18.477134,77.391892,12.7,-75.7,6.77,2.77,Pozitivno,Ne
857,18.48399,77.400079,7.1,-27.5,7.15,4.32,Negativno,Ne
858,18.47434,77.411727,0.2,-52.7,6.5,4.02,Negativno,Ne
859,18.485766,77.412704,7.0,-59.0,6.71,2.4,Negativno,Ne
860,18.48147,77.384602,11.1,-59.2,7.26,5.52,Negativno,Ne
861,18.48359,77.402141,12.1,-58.6,7.09,2.4,Negativno,Ne
862,18.469397,77.389805,11.5,-45.5,6.46,1.31,Negativno,Ne
863,18.478266,77.376966,8.5,-55.0,7.49,5.27,Negativno,Da
864,18.464391,77.384996,4.1,-55.1,8.03,3.11,Negativno,Ne
865,18.463888,77.384771,11.5,-68.9,7.08,0.14,Negativno,Ne
866,18.461643,77.393411,7.5,-44.6,6.59,1.6,Negativno,Ne
867,18.470763,77.389355,12.0,-55.8,6.45,1.6,Negativno,Ne
868,18.475504,77.40167,8.5,-64.2,7.48,2.46,Negativno,Ne
869,18.486428,77.401559,14.8,-66.0,6.48,1.23,Negativno,Ne
870,18.483261,77.399284,11.7,-36.0,7.06,1.1,Negativno,Ne
871,18.493387,77.392905,5.2,-41.5,7.35,5.31,Negativno,Ne
872,18.474189,77.382645,2.6,-57.3,6.43,3.34,Negativno,Ne
873,18.482655,77.37253,5.2,-34.0,7.76,2.08,Negativno,Ne
874,18.473386,77.399903,8.3,-50.9,7.47,2.06,Negativno,Ne
875,18.46939,77.364393,9.6,-53.4,6.9,3.02,Negativno,Ne
876,18.474818,77.39141,14.8,-55.3,5.76,2.86,Negativno,Ne
877,18.4782,77.383203,11.0,-61.8,6.94,2.89,Negativno,Ne
878,18.461213,77.407678,0.7,-27.6,6.92,4.94,Negativno,Da
879,18.482258,77.38997,4.1,-53.8,6.29,2.32,Negativno,Ne
880,18.480058,77.395178,6.1,-46.4,6.04,5.54,Negativno,Ne
881,18.465556,77.376213,5.4,-79.7,7.42,0.64,Negativno,Ne
882,18.49285,77.40387,6.1,-44.1,7.11,0.29,Negativno,Ne
883,18.473982,77.391867,7.8,-72.0,7.09,3.72,Negativno,Ne
884,18.475364,77.381253,9.3,-49.5,6.39,0.22,Negativno,Da
885,18.478907,77.383562,9.5,-34.4,6.67,3.19,Negativno,Ne
886,18.482458,77.368133,8.6,-61.5,6.98,4.74,Pozitivno,Ne
887,18.457211,77.379734,11.1,-54.6,7.34,5.64,Negativno,Ne
888,18.474523,77.380731,3.9,-59.9,6.66,2.74,Negativno,Ne
889,18.492932,77.385942,1.6,-50.8,6.97,2.99,Negativno,Ne
890,18.472463,77.38829,15.0,-49.5,6.66,4.64,Negativno,Ne
891,18.476622,77.382205,0.4,-61.8,7.54,2.29,Negativno,Ne
892,18.48576,77.397068,12.9,-54.5,7.13,4.72,Negativno,Ne
893,18.479823,77.371913,3.9,-51.2,7.06,4.01,Negativno,Ne
894,18.469478,77.396427,13.2,-27.2,7.31,0.99,Negativno,Ne
895,18.477008,77.391964,13.7,-23.3,6.75,5.04,Negativno,Ne
896,18.478121,77.381075,4.6,-51.1,6.78,4.09,Negativno,Ne
897,18.473311,77.371334,3.9,-84.2,6.74,4.39,Negativno,Ne
898,18.482617,77.36851,13.7,-36.4,7.05,3.07,Negativno,Ne
899,18.479141,77.387981,10.4,-5.2,7.19,4.725994248710649,Pozitivno,Da
900,18.488576,77.388982,1.9,-48.0,6.57,4.74,Negativno,Ne
901,18.488398,77.380975,1.4,-74.9,6.97,4.97,Pozitivno,Ne
902,18.466903,77.390547,11.4,-71.2,6.75,0.63,Negativno,Ne
903,18.483215,77.390459,11.7,-50.6,6.79,1.11,Negativno,Ne
904,18.498885,77.393571,7.8,-46.3,7.27,1.09,Pozitivno,Ne
905,18.489836,77.401437,0.9,-66.8,6.23,5.19,Negativno,Ne
906,18.485695,77.388978,2.7,-36.8,7.28,5.9,Negativno,Ne
907,18.480206,77.394056,14.8,-70.7,7.64,3.7,Negativno,Ne
908,18.485964,77.386305,7.4,-65.3,8.41,0.25,Negativno,Ne
909,18.492292,77.400231,1.3,-74.6,7.69,1.57,Negativno,Ne
910,18.475669,77.388241,2.7,-55.4,6.88,3.68,Negativno,Ne
911,18.473916,77.395514,6.4,-61.8,7.0,4.0,Negativno,Ne
912,18.474562,77.393305,1.2,-57.8,7.17,0.26,Negativno,Da
913,18.486288,77.386767,13.4,-52.7,7.68,1.33,Pozitivno,Ne
914,18.482988,77.381842,4.1,-58.5,7.61,5.0,Negativno,Ne
915,18.488977,77.384352,13.8,-43.5,6.17,3.96,Negativno,Ne
916,18.471866,77.394093,10.2,-54.4,7.8,2.65,Negativno,Ne
917,18.488389,77.389687,12.4,-29.7,7.29,3.57,Pozitivno,Ne
918,18.477967,77.391258,4.4,-43.5,7.02,4.36,Negativno,Ne
919,18.488139,77.40863,10.1,-53.2,6.96,5.53,Negativno,Ne
920,18.471262,77.389699,4.5,-66.0,6.48,4.82,Pozitivno,Ne
921,18.476122,77.385575,5.5,-51.8,7.22,1.55,Negativno,Ne
922,18.48923,77.381354,9.6,-61.4,6.74,3.31,Pozitivno,Ne
923,18.483133,77.386197,1.8,-51.7,7.29,3.55,Negativno,Ne
924,18.477489,77.401579,0.8,-51.5,7.36,2.47,Negativno,Ne
925,18.480106,77.398005,9.6,-8.1,6.61,4.919470044986456,Pozitivno,Da
926,18.478698,77.396219,8.1,-71.9,7.45,0.17,Negativno,Ne
927,18.479306,77.39511,12.7,-46.6,6.61,2.17,Negativno,Ne
928,18.477594,77.40125,10.3,-37.2,6.35,1.4,Negativno,Ne
929,18.469608,77.402216,3.8,-60.4,7.38,1.48,Negativno,Ne
930,18.488039,77.400419,0.5,2.2,6.76,4.43,Negativno,Ne
931,18.489958,77.380361,14.7,-59.8,6.67,3.89,Negativno,Ne
932,18.473146,77.399191,7.0,-84.7,6.44,3.49,Negativno,Ne
933,18.492514,77.395242,10.5,-59.8,7.78,2.99,Negativno,Ne
934,18.481832,77.399732,13.5,-47.2,6.52,3.98,Negativno,Ne
935,18.479608,77.363445,4.8,-78.4,6.37,0.23,Pozitivno,Ne
936,18.481357,77.376911,13.4,-53.8,6.74,0.63,Negativno,Ne
937,18.471811,77.388119,5.6,-33.2,7.8,2.86,Negativno,Ne
938,18.492952,77.390407,5.2,-68.8,6.79,5.65,Negativno,Ne
939,18.468733,77.406208,11.3,-66.4,7.25,4.57,Negativno,Ne
940,18.467134,77.35979,1.5,-40.7,7.03,5.08,Negativno,Ne
941,18.492957,77.390974,7.8,-67.8,6.73,3.46,Negativno,Ne
942,18.495367,77.386972,9.4,-69.3,7.34,3.67,Negativno,Ne
943,18.487859,77.39187,3.6,-78.0,7.07,0.41,Negativno,Ne
944,18.47093,77.377109,11.6,-54.4,7.24,2.14,Pozitivno,Ne
945,18.481638,77.370013,2.0,-44.6,7.03,5.06,Negativno,Ne
946,18.487429,77.401544,8.5,-61.0,7.22,4.52,Negativno,Ne
947,18.471796,77.405249,11.4,-43.4,7.34,0.24,Negativno,Ne
948,18.496105,77.379679,4.8,-45.7,7.24,5.79,Negativno,Ne
949,18.492118,77.381931,5.5,-37.3,6.64,0.77,Negativno,Ne
950,18.49506,77.389139,0.1,-25.0,7.38,1.35,Pozitivno,Ne
951,18.476664,77.382,2.7,-83.1,7.26,3.43,Negativno,Ne
952,18.495037,77.417414,7.1,-52.8,7.31,3.89,Negativno,Ne
953,18.489319,77.392996,1.4,-31.2,7.55,5.58,Negativno,Ne
954,18.479559,77.377127,1.5,-36.1,7.53,4.99,Negativno,Ne
955,18.477365,77.376909,1.2,-11.0,6.72,0.93,Pozitivno,Ne
956,18.481984,77.380729,7.8,-60.0,7.57,0.64,Negativno,Ne
957,18.480748,77.373712,6.8,-65.2,6.36,3.36,Negativno,Ne
958,18.477225,77.405977,11.5,-67.9,7.21,3.2,Negativno,Ne
959,18.494162,77.391156,14.4,-37.8,7.41,4.97,Negativno,Ne
960,18.485552,77.399361,5.9,-50.3,6.8,1.2,Negativno,Ne
961,18.476527,77.386404,14.5,-75.7,6.75,3.65,Negativno,Ne
962,18.50358,77.394314,14.5,-43.1,6.48,0.84,Negativno,Ne
963,18.474359,77.385955,6.7,-49.0,7.22,2.25,Pozitivno,Ne
964,18.475882,77.40274,6.3,-38.9,6.7,4.93,Negativno,Ne
965,18.473582,77.404233,1.3,-66.9,7.03,3.19,Negativno,Ne
966,18.479527,77.388253,11.0,-18.0,6.92,5.065994248710649,Pozitivno,Da
967,18.478386,77.385787,4.6,-72.4,7.46,3.17,Negativno,Ne
968,18.483984,77.389534,6.5,-63.9,6.34,0.35,Negativno,Ne
969,18.479381,77.393405,3.2,-54.0,6.13,1.8,Pozitivno,Ne
970,18.493962,77.389516,12.5,-57.1,6.16,0.11,Negativno,Ne
971,18.468872,77.381628,5.0,-22.0,6.3,4.2,Negativno,Ne
972,18.475302,77.401516,11.7,-49.6,6.91,4.02,Negativno,Ne
973,18.459466,77.400075,13.0,-63.6,6.61,1.36,Negativno,Ne
974,18.469199,77.393536,5.3,-45.7,6.99,1.14,Negativno,Ne
975,18.470777,77.385599,11.5,-43.0,7.29,3.11,Negativno,Ne
976,18.480995,77.402375,9.3,-37.8,7.73,3.65,Negativno,Ne
977,18.493318,77.404763,6.3,-61.0,6.22,5.51,Negativno,Ne
978,18.468978,77.393153,4.0,-29.2,7.01,5.9,Negativno,Ne
979,18.4733,77.387756,8.9,-57.4,7.82,1.35,Pozitivno,Da
980,18.487249,77.39069,11.1,-29.0,6.49,5.12,Negativno,Ne
981,18.469739,77.387561,5.4,-15.6,7.37,1.74,Negativno,Da
982,18.477076,77.394139,0.9,-63.1,6.41,5.24,Pozitivno,Ne
983,18.484955,77.397358,13.2,-55.5,6.94,3.07,Negativno,Ne
984,18.454289,77.392351,8.7,-52.2,7.6,0.95,Negativno,Ne
985,18.464894,77.399889,9.3,-40.2,6.72,4.05,Negativno,Ne
986,18.465622,77.393099,1.5,-64.9,6.2,5.06,Negativno,Ne
987,18.468917,77.393643,2.8,-35.7,6.97,2.32,Negativno,Da
988,18.488282,77.391328,3.1,-67.9,6.83,3.62,Negativno,Ne
989,18.476677,77.369698,2.7,-46.6,6.81,1.89,Negativno,Ne
990,18.491117,77.384598,14.3,-68.8,6.9,5.71,Negativno,Ne
991,18.481491,77.37333,4.1,-83.6,8.01,2.12,Negativno,Ne
992,18.478478,77.397934,3.3,-71.0,6.74,4.06,Negativno,Ne
993,18.482362,77.393762,1.5,-49.9,7.71,3.4,Pozitivno,Ne
994,18.47982,77.387302,13.1,-13.4,7.72,7.115994248710649,Pozitivno,Da
995,18.485955,77.377937,13.5,-44.1,6.29,5.63,Negativno,Ne
996,18.468454,77.388264,4.6,-63.0,6.07,4.09,Negativno,Ne
997,18.476879,77.378471,13.4,-42.3,7.08,5.71,Negativno,Ne
998,18.477905,77.375777,6.3,-27.6,6.56,1.51,Negativno,Ne
999,18.502024,77.409608,11.8,-62.3,7.27,5.91,Negativno,Ne
1000,18.484661,77.403801,3.8,-52.6,7.39,3.45,Negativno,Ne
1001,18.460753,77.403756,4.0,-74.9,7.25,2.32,Pozitivno,Ne
1002,18.487189,77.399924,12.3,-34.6,6.84,1.84,Negativno,Ne
1003,18.487312,77.418157,2.3,-44.2,6.91,5.36,Negativno,Ne
1004,18.484754,77.392253,3.6,-58.8,7.1,0.66,Pozitivno,Ne
1005,18.452872,77.379067,7.9,-58.8,7.11,4.52,Negativno,Ne
1006,18.468091,77.372946,13.5,-33.6,6.14,4.25,Pozitivno,Ne
1007,18.471659,77.390986,14.3,-56.9,7.91,5.26,Negativno,Ne
1008,18.470966,77.401608,10.5,-64.2,7.62,0.85,Negativno,Ne
1009,18.474064,77.394735,14.6,-63.8,6.31,4.41,Pozitivno,Ne
1010,18.493454,77.387144,7.2,-84.0,6.88,5.26,Negativno,Ne
1011,18.492198,77.372674,11.6,-44.3,6.67,2.27,Negativno,Ne
1012,18.483433,77.388301,13.3,-37.1,6.79,4.97,Negativno,Ne
1013,18.484845,77.379458,5.2,-39.4,7.72,4.15,Negativno,Ne
1014,18.471653,77.392779,12.1,-55.2,6.43,4.52,Negativno,Ne
1015,18.491925,77.389025,9.8,-50.0,7.16,2.35,Negativno,Ne
1016,18.472681,77.387434,10.5,-40.0,6.11,5.62,Negativno,Ne
1017,18.476547,77.380519,9.4,-62.1,7.7,1.21,Negativno,Ne
1018,18.484534,77.386133,5.7,-76.5,7.52,5.74,Negativno,Ne
1019,18.468084,77.373611,8.9,-63.3,6.76,2.21,Negativno,Ne
1020,18.484524,77.391663,10.4,-47.3,6.16,2.97,Negativno,Ne
1021,18.473899,77.391087,14.9,-54.0,6.62,5.41,Pozitivno,Ne
1022,18.494341,77.386337,3.1,-69.2,6.99,1.3,Pozitivno,Ne
1023,18.481221,77.393413,9.7,-56.5,7.84,0.91,Negativno,Da
1024,18.471497,77.387576,13.9,-69.8,6.21,5.12,Negativno,Ne
1025,18.462133,77.39779,4.0,-32.2,6.59,0.75,Negativno,Ne
1026,18.486968,77.372288,9.8,-53.6,7.1,3.89,Pozitivno,Ne
1027,18.486169,77.383373,4.9,-53.1,6.65,4.99,Negativno,Ne
1028,18.476881,77.405856,10.9,-40.2,7.08,4.7,Negativno,Ne
1029,18.474191,77.378513,5.0,-63.3,6.89,5.89,Negativno,Ne
1030,18.486235,77.403359,12.5,-21.4,7.02,3.27,Negativno,Ne
1031,18.462902,77.390628,15.0,-56.8,6.55,0.41,Negativno,Ne
1032,18.478324,77.386656,1.5,-16.2,7.57,5.86,Negativno,Da
1033,18.47553,77.390226,1.7,-57.3,7.64,4.52,Pozitivno,Ne
1034,18.460299,77.38983,4.5,-57.4,6.78,0.28,Negativno,Ne
1035,18.475577,77.391866,12.0,-18.6,6.98,5.68,Negativno,Ne
1036,18.472295,77.394716,6.1,-63.2,6.97,5.48,Negativno,Ne
1037,18.476856,77.405277,10.5,-10.2,6.84,2.39,Negativno,Ne
1038,18.487202,77.37742,2.5,-43.1,7.73,1.35,Negativno,Ne
1039,18.466906,77.388842,7.6,-42.5,6.62,5.58,Negativno,Ne
1040,18.491568,77.4044,5.4,-48.1,7.06,4.83,Negativno,Ne
1041,18.502856,77.373472,14.6,-66.3,7.84,2.72,Negativno,Ne
1042,18.490805,77.37669,4.3,-63.2,6.3,1.25,Negativno,Ne
1043,18.472445,77.374877,11.0,-43.5,6.88,0.48,Negativno,Ne
1044,18.493357,77.386589,10.7,-52.1,6.83,0.11,Negativno,Ne
1045,18.482116,77.373533,7.5,-47.0,7.03,3.02,Negativno,Ne
1046,18.486276,77.402071,4.4,-58.9,7.83,3.11,Negativno,Ne
1047,18.487659,77.39149,6.6,-71.5,6.58,0.83,Negativno,Ne
1048,18.456915,77.377364,6.1,-59.7,8.0,2.04,Pozitivno,Ne
1049,18.478359,77.385947,12.5,-59.2,7.4,5.39,Negativno,Ne
1050,18.483417,77.381284,5.5,-53.9,7.59,0.52,Negativno,Da
1051,18.478101,77.389906,4.3,-10.5,6.98,4.355994248710649,Pozitivno,Da
1052,18.485758,77.396777,5.2,-65.2,6.72,4.14,Negativno,Ne
1053,18.467252,77.390881,7.6,-64.2,6.81,5.78,Negativno,Ne
1054,18.489698,77.383376,7.2,-29.5,5.79,4.84,Negativno,Ne
1055,18.507041,77.377876,14.5,-49.4,6.72,5.26,Negativno,Ne
1056,18.47983,77.381694,2.6,-34.5,7.21,3.49,Negativno,Ne
1057,18.467712,77.390362,7.4,-42.3,7.26,4.76,Negativno,Ne
1058,18.465939,77.39941,7.6,-54.7,6.69,1.23,Negativno,Ne
1059,18.490931,77.394149,4.2,-49.3,7.44,4.87,Negativno,Ne
1060,18.494628,77.403522,2.9,-52.1,6.11,4.8,Negativno,Ne
1061,18.478909,77.390689,9.8,-11.7,6.57,8.16599424871065,Pozitivno,Da
1062,18.485825,77.385368,3.3,-44.7,7.14,4.9,Negativno,Ne
1063,18.473464,77.390044,2.9,-46.3,6.49,3.41,Negativno,Ne
1064,18.472318,77.381623,6.7,-36.4,7.64,4.94,Negativno,Ne
1065,18.484033,77.388512,2.3,-68.4,7.19,5.71,Negativno,Ne
1066,18.471901,77.363531,11.6,-79.3,7.17,3.16,Negativno,Ne
1067,18.46534,77.366698,9.6,-46.3,7.15,3.12,Negativno,Ne
1068,18.49287,77.405512,7.4,-43.2,6.48,3.72,Negativno,Ne
1069,18.470629,77.387484,9.5,-55.5,6.54,2.41,Negativno,Ne
1070,18.492432,77.406784,7.0,-51.3,6.94,4.85,Negativno,Ne
1071,18.479526,77.401854,0.1,-47.2,6.63,4.55,Negativno,Ne
1072,18.471859,77.388758,7.4,-49.4,7.34,4.7,Negativno,Ne
1073,18.46789,77.388509,3.2,-36.2,6.99,0.99,Negativno,Da
1074,18.487603,77.370296,6.3,-52.2,6.64,4.92,Negativno,Ne
1075,18.495981,77.392717,10.9,-68.0,7.79,4.29,Negativno,Ne
1076,18.49631,77.391527,9.2,-37.4,7.09,5.16,Negativno,Ne
1077,18.482276,77.369519,14.3,-69.7,6.72,3.61,Negativno,Ne
1078,18.477343,77.370227,1.6,-61.8,7.1,2.79,Negativno,Ne
1079,18.472649,77.395797,10.3,-21.4,6.27,3.42,Negativno,Ne
1080,18.459735,77.400424,9.7,-38.5,7.79,3.34,Negativno,Ne
1081,18.484454,77.406826,10.5,-36.6,5.99,4.83,Negativno,Ne
1082,18.479893,77.38864,8.2,-11.4,6.84,7.2659942487106495,Pozitivno,Da
1083,18.479557,77.40802,1.4,-41.4,6.57,0.73,Pozitivno,Ne
1084,18.486754,77.400792,8.6,-40.7,7.19,1.69,Negativno,Ne
1085,18.479396,77.375104,14.9,-64.8,6.68,5.72,Negativno,Ne
1086,18.485523,77.377161,9.8,-50.3,6.81,4.67,Negativno,Ne
1087,18.489938,77.381662,4.4,-38.7,6.92,1.96,Negativno,Ne
1088,18.475001,77.388224,7.5,-65.7,6.88,1.11,Negativno,Ne
